venta_id,timestamp,timestamp_iso,producto_id,producto,cantidad,precio_unitario,total,descuento,total_neto,monto_descuento
408,2026-04-18 18:12:48+00:00,2026-04-18T18:12:48Z,P003,Leche,1,1.8,1.8,0.04,1.73,0.07
443,2026-04-18 18:13:12+00:00,2026-04-18T18:13:12Z,P005,Arroz,4,2.1,8.4,0.05,7.98,0.42
191,2026-04-18 18:13:17+00:00,2026-04-18T18:13:17Z,P003,Leche,4,1.8,7.2,0.12,6.34,0.86
586,2026-04-18 18:13:17+00:00,2026-04-18T18:13:17Z,P002,Pan,2,1.2,2.4,0.13,2.09,0.31
252,2026-04-18 18:13:37+00:00,2026-04-18T18:13:37Z,P004,Huevos,3,3.9,11.7,0.04,11.23,0.47
697,2026-04-18 18:14:08+00:00,2026-04-18T18:14:08Z,P004,Huevos,3,3.9,11.7,0.0,11.7,0.0
484,2026-04-18 18:14:53+00:00,2026-04-18T18:14:53Z,P001,Café,2,2.5,5.0,0.07,4.65,0.35
116,2026-04-18 18:15:17+00:00,2026-04-18T18:15:17Z,P006,Queso,1,4.5,4.5,0.14,3.87,0.63
1088,2026-04-18 18:15:24+00:00,2026-04-18T18:15:24Z,P008,Jugo,1,2.9,2.9,0.04,2.78,0.12
1114,2026-04-18 18:16:03+00:00,2026-04-18T18:16:03Z,P006,Queso,1,4.5,4.5,0.06,4.23,0.27
210,2026-04-18 18:16:21+00:00,2026-04-18T18:16:21Z,P007,Galletas,2,1.6,3.2,0.04,3.07,0.13
336,2026-04-18 18:17:28+00:00,2026-04-18T18:17:28Z,P003,Leche,3,1.8,5.4,0.16,4.54,0.86
158,2026-04-18 18:17:46+00:00,2026-04-18T18:17:46Z,P005,Arroz,5,2.1,10.5,0.11,9.35,1.15
200,2026-04-18 18:17:52+00:00,2026-04-18T18:17:52Z,P001,Café,1,2.5,2.5,0.01,2.48,0.02
449,2026-04-18 18:18:20+00:00,2026-04-18T18:18:20Z,P005,Arroz,2,2.1,4.2,0.02,4.12,0.08
55,2026-04-18 18:18:27+00:00,2026-04-18T18:18:27Z,P008,Jugo,1,2.9,2.9,0.08,2.67,0.23
611,2026-04-18 18:18:36+00:00,2026-04-18T18:18:36Z,P005,Arroz,4,2.1,8.4,0.11,7.48,0.92
809,2026-04-18 18:19:26+00:00,2026-04-18T18:19:26Z,P006,Queso,1,4.5,4.5,0.13,3.92,0.58
591,2026-04-18 18:19:58+00:00,2026-04-18T18:19:58Z,P002,Pan,2,1.2,2.4,0.02,2.35,0.05
279,2026-04-18 18:19:58+00:00,2026-04-18T18:19:58Z,P006,Queso,1,4.5,4.5,0.03,4.36,0.14
562,2026-04-18 18:20:24+00:00,2026-04-18T18:20:24Z,P005,Arroz,3,2.1,6.3,0.14,5.42,0.88
268,2026-04-18 18:20:27+00:00,2026-04-18T18:20:27Z,P006,Queso,2,4.5,9.0,0.08,8.28,0.72
889,2026-04-18 18:20:45+00:00,2026-04-18T18:20:45Z,P002,Pan,2,1.2,2.4,0.06,2.26,0.14
518,2026-04-18 18:22:10+00:00,2026-04-18T18:22:10Z,P003,Leche,2,1.8,3.6,0.06,3.38,0.22
693,2026-04-18 18:22:25+00:00,2026-04-18T18:22:25Z,P001,Café,2,2.5,5.0,0.19,4.05,0.95
709,2026-04-18 18:22:30+00:00,2026-04-18T18:22:30Z,P008,Jugo,1,2.9,2.9,0.06,2.73,0.17
392,2026-04-18 18:22:33+00:00,2026-04-18T18:22:33Z,P005,Arroz,3,2.1,6.3,0.11,5.61,0.69
556,2026-04-18 18:23:16+00:00,2026-04-18T18:23:16Z,P004,Huevos,2,3.9,7.8,0.07,7.25,0.55
121,2026-04-18 18:24:30+00:00,2026-04-18T18:24:30Z,P001,Café,4,2.5,10.0,0.08,9.2,0.8
781,2026-04-18 18:25:08+00:00,2026-04-18T18:25:08Z,P001,Café,1,2.5,2.5,0.17,2.07,0.43
997,2026-04-18 18:25:47+00:00,2026-04-18T18:25:47Z,P003,Leche,3,1.8,5.4,0.2,4.32,1.08
398,2026-04-18 18:26:39+00:00,2026-04-18T18:26:39Z,P001,Café,1,2.5,2.5,0.07,2.32,0.18
835,2026-04-18 18:26:53+00:00,2026-04-18T18:26:53Z,P002,Pan,1,1.2,1.2,0.04,1.15,0.05
613,2026-04-18 18:26:58+00:00,2026-04-18T18:26:58Z,P001,Café,5,2.5,12.5,0.15,10.62,1.88
293,2026-04-18 18:27:01+00:00,2026-04-18T18:27:01Z,P008,Jugo,4,2.9,11.6,0.04,11.14,0.46
214,2026-04-18 18:27:06+00:00,2026-04-18T18:27:06Z,P002,Pan,1,1.2,1.2,0.0,1.2,0.0
313,2026-04-18 18:28:33+00:00,2026-04-18T18:28:33Z,P003,Leche,1,1.8,1.8,0.18,1.48,0.32
625,2026-04-18 18:29:01+00:00,2026-04-18T18:29:01Z,P002,Pan,4,1.2,4.8,0.08,4.42,0.38
1034,2026-04-18 18:29:07+00:00,2026-04-18T18:29:07Z,P008,Jugo,1,2.9,2.9,0.16,2.44,0.46
106,2026-04-18 18:29:26+00:00,2026-04-18T18:29:26Z,P004,Huevos,2,3.9,7.8,0.08,7.18,0.62
858,2026-04-18 18:30:22+00:00,2026-04-18T18:30:22Z,P007,Galletas,1,1.6,1.6,0.18,1.31,0.29
258,2026-04-18 18:30:28+00:00,2026-04-18T18:30:28Z,P006,Queso,1,4.5,4.5,0.09,4.1,0.4
593,2026-04-18 18:32:24+00:00,2026-04-18T18:32:24Z,P007,Galletas,2,1.6,3.2,0.03,3.1,0.1
1007,2026-04-18 18:32:33+00:00,2026-04-18T18:32:33Z,P004,Huevos,2,3.9,7.8,0.0,7.8,0.0
196,2026-04-18 18:32:45+00:00,2026-04-18T18:32:45Z,P005,Arroz,1,2.1,2.1,0.11,1.87,0.23
30,2026-04-18 18:32:58+00:00,2026-04-18T18:32:58Z,P002,Pan,3,1.2,3.6,0.13,3.13,0.47
582,2026-04-18 18:33:11+00:00,2026-04-18T18:33:11Z,P003,Leche,1,1.8,1.8,0.18,1.48,0.32
912,2026-04-18 18:33:30+00:00,2026-04-18T18:33:30Z,P001,Café,1,2.5,2.5,0.02,2.45,0.05
1029,2026-04-18 18:34:02+00:00,2026-04-18T18:34:02Z,P008,Jugo,1,2.9,2.9,0.12,2.55,0.35
9,2026-04-18 18:34:07+00:00,2026-04-18T18:34:07Z,P007,Galletas,1,1.6,1.6,0.07,1.49,0.11
32,2026-04-18 18:34:49+00:00,2026-04-18T18:34:49Z,P001,Café,2,2.5,5.0,0.1,4.5,0.5
381,2026-04-18 18:35:34+00:00,2026-04-18T18:35:34Z,P005,Arroz,3,2.1,6.3,0.03,6.11,0.19
1123,2026-04-18 18:36:22+00:00,2026-04-18T18:36:22Z,P008,Jugo,2,2.9,5.8,0.06,5.45,0.35
283,2026-04-18 18:36:38+00:00,2026-04-18T18:36:38Z,P002,Pan,3,1.2,3.6,0.1,3.24,0.36
740,2026-04-18 18:36:41+00:00,2026-04-18T18:36:41Z,P004,Huevos,1,3.9,3.9,0.19,3.16,0.74
180,2026-04-18 18:38:16+00:00,2026-04-18T18:38:16Z,P001,Café,1,2.5,2.5,0.02,2.45,0.05
167,2026-04-18 18:38:38+00:00,2026-04-18T18:38:38Z,P004,Huevos,2,3.9,7.8,0.1,7.02,0.78
985,2026-04-18 18:41:27+00:00,2026-04-18T18:41:27Z,P007,Galletas,1,1.6,1.6,0.16,1.34,0.26
801,2026-04-18 18:41:31+00:00,2026-04-18T18:41:31Z,P005,Arroz,1,2.1,2.1,0.19,1.7,0.4
595,2026-04-18 18:41:59+00:00,2026-04-18T18:41:59Z,P003,Leche,2,1.8,3.6,0.04,3.46,0.14
104,2026-04-18 18:43:19+00:00,2026-04-18T18:43:19Z,P004,Huevos,3,3.9,11.7,0.03,11.35,0.35
608,2026-04-18 18:44:22+00:00,2026-04-18T18:44:22Z,P007,Galletas,1,1.6,1.6,0.19,1.3,0.3
426,2026-04-18 18:44:40+00:00,2026-04-18T18:44:40Z,P001,Café,2,2.5,5.0,0.2,4.0,1.0
618,2026-04-18 18:44:59+00:00,2026-04-18T18:44:59Z,P006,Queso,1,4.5,4.5,0.1,4.05,0.45
508,2026-04-18 18:45:13+00:00,2026-04-18T18:45:13Z,P007,Galletas,3,1.6,4.8,0.01,4.75,0.05
737,2026-04-18 18:46:00+00:00,2026-04-18T18:46:00Z,P001,Café,1,2.5,2.5,0.19,2.03,0.47
747,2026-04-18 18:46:34+00:00,2026-04-18T18:46:34Z,P005,Arroz,2,2.1,4.2,0.08,3.86,0.34
807,2026-04-18 18:46:51+00:00,2026-04-18T18:46:51Z,P003,Leche,4,1.8,7.2,0.18,5.9,1.3
658,2026-04-18 18:47:11+00:00,2026-04-18T18:47:11Z,P002,Pan,1,1.2,1.2,0.12,1.06,0.14
674,2026-04-18 18:47:39+00:00,2026-04-18T18:47:39Z,P004,Huevos,1,3.9,3.9,0.16,3.28,0.62
170,2026-04-18 18:48:13+00:00,2026-04-18T18:48:13Z,P004,Huevos,1,3.9,3.9,0.03,3.78,0.12
414,2026-04-18 18:48:25+00:00,2026-04-18T18:48:25Z,P006,Queso,1,4.5,4.5,0.16,3.78,0.72
604,2026-04-18 18:48:46+00:00,2026-04-18T18:48:46Z,P008,Jugo,1,2.9,2.9,0.04,2.78,0.12
988,2026-04-18 18:48:53+00:00,2026-04-18T18:48:53Z,P002,Pan,1,1.2,1.2,0.08,1.1,0.1
636,2026-04-18 18:48:55+00:00,2026-04-18T18:48:55Z,P003,Leche,2,1.8,3.6,0.17,2.99,0.61
568,2026-04-18 18:50:24+00:00,2026-04-18T18:50:24Z,P002,Pan,1,1.2,1.2,0.17,1.0,0.2
765,2026-04-18 18:51:04+00:00,2026-04-18T18:51:04Z,P002,Pan,1,1.2,1.2,0.04,1.15,0.05
1077,2026-04-18 18:51:17+00:00,2026-04-18T18:51:17Z,P007,Galletas,1,1.6,1.6,0.04,1.54,0.06
1072,2026-04-18 18:51:18+00:00,2026-04-18T18:51:18Z,P004,Huevos,2,3.9,7.8,0.08,7.18,0.62
123,2026-04-18 18:51:38+00:00,2026-04-18T18:51:38Z,P004,Huevos,1,3.9,3.9,0.1,3.51,0.39
48,2026-04-18 18:51:55+00:00,2026-04-18T18:51:55Z,P002,Pan,1,1.2,1.2,0.08,1.1,0.1
633,2026-04-18 18:52:07+00:00,2026-04-18T18:52:07Z,P007,Galletas,2,1.6,3.2,0.02,3.14,0.06
976,2026-04-18 18:52:18+00:00,2026-04-18T18:52:18Z,P002,Pan,1,1.2,1.2,0.05,1.14,0.06
493,2026-04-18 18:52:20+00:00,2026-04-18T18:52:20Z,P004,Huevos,1,3.9,3.9,0.14,3.35,0.55
387,2026-04-18 18:52:36+00:00,2026-04-18T18:52:36Z,P002,Pan,1,1.2,1.2,0.18,0.98,0.22
615,2026-04-18 18:53:15+00:00,2026-04-18T18:53:15Z,P007,Galletas,1,1.6,1.6,0.01,1.58,0.02
1119,2026-04-18 18:53:19+00:00,2026-04-18T18:53:19Z,P002,Pan,4,1.2,4.8,0.11,4.27,0.53
114,2026-04-18 18:53:40+00:00,2026-04-18T18:53:40Z,P005,Arroz,2,2.1,4.2,0.15,3.57,0.63
227,2026-04-18 18:53:57+00:00,2026-04-18T18:53:57Z,P005,Arroz,2,2.1,4.2,0.01,4.16,0.04
851,2026-04-18 18:54:10+00:00,2026-04-18T18:54:10Z,P002,Pan,1,1.2,1.2,0.17,1.0,0.2
266,2026-04-18 18:54:41+00:00,2026-04-18T18:54:41Z,P004,Huevos,1,3.9,3.9,0.02,3.82,0.08
140,2026-04-18 18:54:43+00:00,2026-04-18T18:54:43Z,P002,Pan,2,1.2,2.4,0.12,2.11,0.29
233,2026-04-18 18:56:23+00:00,2026-04-18T18:56:23Z,P005,Arroz,3,2.1,6.3,0.11,5.61,0.69
245,2026-04-18 18:56:26+00:00,2026-04-18T18:56:26Z,P002,Pan,3,1.2,3.6,0.13,3.13,0.47
215,2026-04-18 18:57:01+00:00,2026-04-18T18:57:01Z,P001,Café,1,2.5,2.5,0.06,2.35,0.15
935,2026-04-18 18:57:46+00:00,2026-04-18T18:57:46Z,P006,Queso,1,4.5,4.5,0.08,4.14,0.36
451,2026-04-18 18:59:02+00:00,2026-04-18T18:59:02Z,P003,Leche,1,1.8,1.8,0.12,1.58,0.22
1025,2026-04-18 18:59:58+00:00,2026-04-18T18:59:58Z,P004,Huevos,1,3.9,3.9,0.09,3.55,0.35
1157,2026-04-18 19:00:21+00:00,2026-04-18T19:00:21Z,P002,Pan,1,1.2,1.2,0.13,1.04,0.16
189,2026-04-18 19:00:42+00:00,2026-04-18T19:00:42Z,P008,Jugo,1,2.9,2.9,0.09,2.64,0.26
1063,2026-04-18 19:01:02+00:00,2026-04-18T19:01:02Z,P006,Queso,3,4.5,13.5,0.09,12.28,1.22
671,2026-04-18 19:02:25+00:00,2026-04-18T19:02:25Z,P002,Pan,3,1.2,3.6,0.0,3.6,0.0
1118,2026-04-18 19:03:52+00:00,2026-04-18T19:03:52Z,P005,Arroz,1,2.1,2.1,0.12,1.85,0.25
43,2026-04-18 19:04:32+00:00,2026-04-18T19:04:32Z,P004,Huevos,1,3.9,3.9,0.1,3.51,0.39
1023,2026-04-18 19:04:35+00:00,2026-04-18T19:04:35Z,P003,Leche,1,1.8,1.8,0.05,1.71,0.09
308,2026-04-18 19:04:41+00:00,2026-04-18T19:04:41Z,P002,Pan,2,1.2,2.4,0.15,2.04,0.36
861,2026-04-18 19:04:48+00:00,2026-04-18T19:04:48Z,P008,Jugo,1,2.9,2.9,0.16,2.44,0.46
520,2026-04-18 19:04:52+00:00,2026-04-18T19:04:52Z,P001,Café,2,2.5,5.0,0.09,4.55,0.45
566,2026-04-18 19:04:52+00:00,2026-04-18T19:04:52Z,P007,Galletas,2,1.6,3.2,0.04,3.07,0.13
147,2026-04-18 19:05:17+00:00,2026-04-18T19:05:17Z,P008,Jugo,1,2.9,2.9,0.09,2.64,0.26
270,2026-04-18 19:05:27+00:00,2026-04-18T19:05:27Z,P002,Pan,2,1.2,2.4,0.02,2.35,0.05
503,2026-04-18 19:05:34+00:00,2026-04-18T19:05:34Z,P004,Huevos,1,3.9,3.9,0.03,3.78,0.12
143,2026-04-18 19:06:27+00:00,2026-04-18T19:06:27Z,P006,Queso,2,4.5,9.0,0.09,8.19,0.81
534,2026-04-18 19:06:57+00:00,2026-04-18T19:06:57Z,P001,Café,1,2.5,2.5,0.02,2.45,0.05
696,2026-04-18 19:08:07+00:00,2026-04-18T19:08:07Z,P001,Café,1,2.5,2.5,0.09,2.28,0.22
614,2026-04-18 19:08:44+00:00,2026-04-18T19:08:44Z,P003,Leche,1,1.8,1.8,0.1,1.62,0.18
949,2026-04-18 19:08:57+00:00,2026-04-18T19:08:57Z,P004,Huevos,1,3.9,3.9,0.01,3.86,0.04
749,2026-04-18 19:09:03+00:00,2026-04-18T19:09:03Z,P006,Queso,1,4.5,4.5,0.13,3.92,0.58
24,2026-04-18 19:09:40+00:00,2026-04-18T19:09:40Z,P003,Leche,2,1.8,3.6,0.02,3.53,0.07
764,2026-04-18 19:09:53+00:00,2026-04-18T19:09:53Z,P005,Arroz,1,2.1,2.1,0.15,1.78,0.32
407,2026-04-18 19:10:52+00:00,2026-04-18T19:10:52Z,P006,Queso,4,4.5,18.0,0.16,15.12,2.88
1137,2026-04-18 19:11:31+00:00,2026-04-18T19:11:31Z,P002,Pan,2,1.2,2.4,0.1,2.16,0.24
815,2026-04-18 19:11:49+00:00,2026-04-18T19:11:49Z,P002,Pan,1,1.2,1.2,0.01,1.19,0.01
876,2026-04-18 19:12:45+00:00,2026-04-18T19:12:45Z,P006,Queso,1,4.5,4.5,0.1,4.05,0.45
297,2026-04-18 19:15:27+00:00,2026-04-18T19:15:27Z,P007,Galletas,1,1.6,1.6,0.08,1.47,0.13
486,2026-04-18 19:15:29+00:00,2026-04-18T19:15:29Z,P006,Queso,1,4.5,4.5,0.19,3.65,0.85
256,2026-04-18 19:15:37+00:00,2026-04-18T19:15:37Z,P006,Queso,1,4.5,4.5,0.03,4.36,0.14
708,2026-04-18 19:15:40+00:00,2026-04-18T19:15:40Z,P001,Café,5,2.5,12.5,0.17,10.38,2.12
787,2026-04-18 19:16:47+00:00,2026-04-18T19:16:47Z,P002,Pan,1,1.2,1.2,0.2,0.96,0.24
1016,2026-04-18 19:16:56+00:00,2026-04-18T19:16:56Z,P005,Arroz,2,2.1,4.2,0.15,3.57,0.63
364,2026-04-18 19:17:51+00:00,2026-04-18T19:17:51Z,P002,Pan,2,1.2,2.4,0.16,2.02,0.38
159,2026-04-18 19:18:14+00:00,2026-04-18T19:18:14Z,P006,Queso,1,4.5,4.5,0.04,4.32,0.18
931,2026-04-18 19:18:40+00:00,2026-04-18T19:18:40Z,P003,Leche,1,1.8,1.8,0.2,1.44,0.36
166,2026-04-18 19:19:05+00:00,2026-04-18T19:19:05Z,P004,Huevos,1,3.9,3.9,0.1,3.51,0.39
34,2026-04-18 19:19:15+00:00,2026-04-18T19:19:15Z,P001,Café,1,2.5,2.5,0.19,2.03,0.47
775,2026-04-18 19:19:19+00:00,2026-04-18T19:19:19Z,P005,Arroz,3,2.1,6.3,0.18,5.17,1.13
90,2026-04-18 19:21:01+00:00,2026-04-18T19:21:01Z,P002,Pan,3,1.2,3.6,0.03,3.49,0.11
150,2026-04-18 19:21:17+00:00,2026-04-18T19:21:17Z,P005,Arroz,2,2.1,4.2,0.16,3.53,0.67
506,2026-04-18 19:21:19+00:00,2026-04-18T19:21:19Z,P001,Café,1,2.5,2.5,0.19,2.03,0.47
186,2026-04-18 19:21:26+00:00,2026-04-18T19:21:26Z,P008,Jugo,1,2.9,2.9,0.01,2.87,0.03
237,2026-04-18 19:23:05+00:00,2026-04-18T19:23:05Z,P007,Galletas,1,1.6,1.6,0.07,1.49,0.11
239,2026-04-18 19:23:06+00:00,2026-04-18T19:23:06Z,P004,Huevos,1,3.9,3.9,0.15,3.32,0.58
570,2026-04-18 19:23:44+00:00,2026-04-18T19:23:44Z,P002,Pan,1,1.2,1.2,0.03,1.16,0.04
206,2026-04-18 19:24:42+00:00,2026-04-18T19:24:42Z,P003,Leche,1,1.8,1.8,0.18,1.48,0.32
621,2026-04-18 19:25:13+00:00,2026-04-18T19:25:13Z,P007,Galletas,3,1.6,4.8,0.05,4.56,0.24
18,2026-04-18 19:25:17+00:00,2026-04-18T19:25:17Z,P002,Pan,1,1.2,1.2,0.16,1.01,0.19
864,2026-04-18 19:28:05+00:00,2026-04-18T19:28:05Z,P008,Jugo,1,2.9,2.9,0.03,2.81,0.09
473,2026-04-18 19:28:07+00:00,2026-04-18T19:28:07Z,P004,Huevos,2,3.9,7.8,0.1,7.02,0.78
1019,2026-04-18 19:30:07+00:00,2026-04-18T19:30:07Z,P005,Arroz,1,2.1,2.1,0.18,1.72,0.38
966,2026-04-18 19:31:50+00:00,2026-04-18T19:31:50Z,P008,Jugo,3,2.9,8.7,0.04,8.35,0.35
784,2026-04-18 19:32:25+00:00,2026-04-18T19:32:25Z,P002,Pan,2,1.2,2.4,0.05,2.28,0.12
587,2026-04-18 19:34:11+00:00,2026-04-18T19:34:11Z,P006,Queso,1,4.5,4.5,0.1,4.05,0.45
923,2026-04-18 19:35:04+00:00,2026-04-18T19:35:04Z,P004,Huevos,3,3.9,11.7,0.06,11.0,0.7
51,2026-04-18 19:35:06+00:00,2026-04-18T19:35:06Z,P001,Café,2,2.5,5.0,0.01,4.95,0.05
648,2026-04-18 19:36:26+00:00,2026-04-18T19:36:26Z,P006,Queso,1,4.5,4.5,0.04,4.32,0.18
294,2026-04-18 19:36:27+00:00,2026-04-18T19:36:27Z,P007,Galletas,2,1.6,3.2,0.03,3.1,0.1
146,2026-04-18 19:37:17+00:00,2026-04-18T19:37:17Z,P006,Queso,3,4.5,13.5,0.19,10.94,2.56
786,2026-04-18 19:37:35+00:00,2026-04-18T19:37:35Z,P006,Queso,1,4.5,4.5,0.14,3.87,0.63
811,2026-04-18 19:37:37+00:00,2026-04-18T19:37:37Z,P002,Pan,1,1.2,1.2,0.18,0.98,0.22
978,2026-04-18 19:38:09+00:00,2026-04-18T19:38:09Z,P003,Leche,2,1.8,3.6,0.03,3.49,0.11
800,2026-04-18 19:38:25+00:00,2026-04-18T19:38:25Z,P006,Queso,2,4.5,9.0,0.16,7.56,1.44
867,2026-04-18 19:39:40+00:00,2026-04-18T19:39:40Z,P005,Arroz,3,2.1,6.3,0.02,6.17,0.13
1000,2026-04-18 19:39:44+00:00,2026-04-18T19:39:44Z,P001,Café,1,2.5,2.5,0.11,2.22,0.28
1076,2026-04-18 19:39:51+00:00,2026-04-18T19:39:51Z,P005,Arroz,1,2.1,2.1,0.13,1.83,0.27
951,2026-04-18 19:40:01+00:00,2026-04-18T19:40:01Z,P007,Galletas,2,1.6,3.2,0.07,2.98,0.22
1183,2026-04-18 19:40:59+00:00,2026-04-18T19:40:59Z,P005,Arroz,1,2.1,2.1,0.17,1.74,0.36
310,2026-04-18 19:41:12+00:00,2026-04-18T19:41:12Z,P006,Queso,2,4.5,9.0,0.11,8.01,0.99
776,2026-04-18 19:43:06+00:00,2026-04-18T19:43:06Z,P004,Huevos,1,3.9,3.9,0.12,3.43,0.47
400,2026-04-18 19:43:25+00:00,2026-04-18T19:43:25Z,P005,Arroz,1,2.1,2.1,0.18,1.72,0.38
526,2026-04-18 19:43:27+00:00,2026-04-18T19:43:27Z,P003,Leche,1,1.8,1.8,0.02,1.76,0.04
1132,2026-04-18 19:44:52+00:00,2026-04-18T19:44:52Z,P005,Arroz,3,2.1,6.3,0.2,5.04,1.26
312,2026-04-18 19:45:05+00:00,2026-04-18T19:45:05Z,P003,Leche,1,1.8,1.8,0.13,1.57,0.23
144,2026-04-18 19:45:09+00:00,2026-04-18T19:45:09Z,P007,Galletas,1,1.6,1.6,0.08,1.47,0.13
382,2026-04-18 19:45:45+00:00,2026-04-18T19:45:45Z,P003,Leche,2,1.8,3.6,0.16,3.02,0.58
714,2026-04-18 19:47:03+00:00,2026-04-18T19:47:03Z,P004,Huevos,2,3.9,7.8,0.05,7.41,0.39
874,2026-04-18 19:47:46+00:00,2026-04-18T19:47:46Z,P007,Galletas,1,1.6,1.6,0.2,1.28,0.32
531,2026-04-18 19:48:02+00:00,2026-04-18T19:48:02Z,P002,Pan,1,1.2,1.2,0.12,1.06,0.14
273,2026-04-18 19:48:27+00:00,2026-04-18T19:48:27Z,P001,Café,4,2.5,10.0,0.07,9.3,0.7
17,2026-04-18 19:49:03+00:00,2026-04-18T19:49:03Z,P004,Huevos,3,3.9,11.7,0.15,9.94,1.76
277,2026-04-18 19:49:52+00:00,2026-04-18T19:49:52Z,P001,Café,2,2.5,5.0,0.09,4.55,0.45
672,2026-04-18 19:49:54+00:00,2026-04-18T19:49:54Z,P005,Arroz,1,2.1,2.1,0.04,2.02,0.08
701,2026-04-18 19:51:21+00:00,2026-04-18T19:51:21Z,P002,Pan,1,1.2,1.2,0.15,1.02,0.18
292,2026-04-18 19:51:22+00:00,2026-04-18T19:51:22Z,P002,Pan,1,1.2,1.2,0.01,1.19,0.01
333,2026-04-18 19:51:38+00:00,2026-04-18T19:51:38Z,P003,Leche,3,1.8,5.4,0.16,4.54,0.86
780,2026-04-18 19:52:03+00:00,2026-04-18T19:52:03Z,P003,Leche,1,1.8,1.8,0.05,1.71,0.09
301,2026-04-18 19:52:09+00:00,2026-04-18T19:52:09Z,P004,Huevos,1,3.9,3.9,0.13,3.39,0.51
758,2026-04-18 19:52:33+00:00,2026-04-18T19:52:33Z,P007,Galletas,4,1.6,6.4,0.2,5.12,1.28
211,2026-04-18 19:54:43+00:00,2026-04-18T19:54:43Z,P007,Galletas,4,1.6,6.4,0.12,5.63,0.77
87,2026-04-18 19:55:14+00:00,2026-04-18T19:55:14Z,P004,Huevos,1,3.9,3.9,0.13,3.39,0.51
724,2026-04-18 19:55:23+00:00,2026-04-18T19:55:23Z,P002,Pan,1,1.2,1.2,0.06,1.13,0.07
1193,2026-04-18 19:56:15+00:00,2026-04-18T19:56:15Z,P007,Galletas,1,1.6,1.6,0.0,1.6,0.0
859,2026-04-18 19:57:39+00:00,2026-04-18T19:57:39Z,P001,Café,1,2.5,2.5,0.01,2.48,0.02
177,2026-04-18 19:58:18+00:00,2026-04-18T19:58:18Z,P008,Jugo,1,2.9,2.9,0.03,2.81,0.09
317,2026-04-18 19:58:38+00:00,2026-04-18T19:58:38Z,P003,Leche,1,1.8,1.8,0.12,1.58,0.22
1104,2026-04-18 19:58:55+00:00,2026-04-18T19:58:55Z,P003,Leche,1,1.8,1.8,0.09,1.64,0.16
452,2026-04-18 19:59:58+00:00,2026-04-18T19:59:58Z,P001,Café,5,2.5,12.5,0.1,11.25,1.25
767,2026-04-18 20:00:50+00:00,2026-04-18T20:00:50Z,P007,Galletas,1,1.6,1.6,0.18,1.31,0.29
343,2026-04-18 20:01:16+00:00,2026-04-18T20:01:16Z,P004,Huevos,3,3.9,11.7,0.03,11.35,0.35
950,2026-04-18 20:04:46+00:00,2026-04-18T20:04:46Z,P002,Pan,3,1.2,3.6,0.05,3.42,0.18
450,2026-04-18 20:05:41+00:00,2026-04-18T20:05:41Z,P004,Huevos,1,3.9,3.9,0.13,3.39,0.51
377,2026-04-18 20:07:16+00:00,2026-04-18T20:07:16Z,P005,Arroz,2,2.1,4.2,0.0,4.2,0.0
657,2026-04-18 20:07:29+00:00,2026-04-18T20:07:29Z,P001,Café,1,2.5,2.5,0.0,2.5,0.0
806,2026-04-18 20:11:18+00:00,2026-04-18T20:11:18Z,P002,Pan,1,1.2,1.2,0.07,1.12,0.08
782,2026-04-18 20:12:53+00:00,2026-04-18T20:12:53Z,P001,Café,1,2.5,2.5,0.02,2.45,0.05
753,2026-04-18 20:16:05+00:00,2026-04-18T20:16:05Z,P007,Galletas,1,1.6,1.6,0.07,1.49,0.11
1169,2026-04-18 20:19:21+00:00,2026-04-18T20:19:21Z,P008,Jugo,1,2.9,2.9,0.04,2.78,0.12
773,2026-04-18 20:21:44+00:00,2026-04-18T20:21:44Z,P004,Huevos,1,3.9,3.9,0.12,3.43,0.47
754,2026-04-18 20:23:11+00:00,2026-04-18T20:23:11Z,P008,Jugo,1,2.9,2.9,0.12,2.55,0.35
314,2026-04-18 20:24:26+00:00,2026-04-18T20:24:26Z,P006,Queso,2,4.5,9.0,0.04,8.64,0.36
1004,2026-04-18 20:25:39+00:00,2026-04-18T20:25:39Z,P005,Arroz,2,2.1,4.2,0.12,3.7,0.5
686,2026-04-18 20:25:44+00:00,2026-04-18T20:25:44Z,P006,Queso,1,4.5,4.5,0.09,4.1,0.4
338,2026-04-18 20:26:03+00:00,2026-04-18T20:26:03Z,P007,Galletas,1,1.6,1.6,0.03,1.55,0.05
990,2026-04-18 20:26:16+00:00,2026-04-18T20:26:16Z,P004,Huevos,1,3.9,3.9,0.19,3.16,0.74
267,2026-04-18 20:26:21+00:00,2026-04-18T20:26:21Z,P008,Jugo,1,2.9,2.9,0.05,2.76,0.14
779,2026-04-18 20:26:47+00:00,2026-04-18T20:26:47Z,P008,Jugo,2,2.9,5.8,0.03,5.63,0.17
208,2026-04-18 20:28:06+00:00,2026-04-18T20:28:06Z,P008,Jugo,1,2.9,2.9,0.02,2.84,0.06
481,2026-04-18 20:28:55+00:00,2026-04-18T20:28:55Z,P007,Galletas,1,1.6,1.6,0.13,1.39,0.21
195,2026-04-18 20:29:07+00:00,2026-04-18T20:29:07Z,P003,Leche,1,1.8,1.8,0.17,1.49,0.31
1161,2026-04-18 20:33:02+00:00,2026-04-18T20:33:02Z,P005,Arroz,1,2.1,2.1,0.16,1.76,0.34
